arm,case,dice,hd95_mm,gt_ml,pred_ml,gt_empty,pred_empty,spacing_x,spacing_y,spacing_z
rung2_amos_ct,amos_0047,0.769533,12.5126,242.851,193.147,0,0,0.5885416865348816,0.5885416865348816,5.0
rung2_amos_ct,amos_0048,0.934153,2.3427,201.202,180.236,0,0,0.6497395634651184,0.6497395634651184,5.0
rung2_amos_ct,amos_0049,0.147257,63.2412,302.66,24.181,0,0,0.5078125,0.5078125,5.0
rung2_amos_ct,amos_0050,0.0,,107.424,0.0,0,1,0.56640625,0.56640625,5.0
rung2_amos_ct,amos_0051,0.574194,29.0871,406.889,164.68,0,0,0.7739999890327454,0.7739999890327454,5.0
rung2_amos_ct,amos_0052,0.0,,61.578,0.0,0,1,0.6106770634651184,0.6106770634651184,5.0
rung2_amos_ct,amos_0054,0.815672,6.9832,83.133,60.977,0,0,0.609375,0.609375,5.0
rung2_amos_ct,amos_0056,0.653091,20.3993,162.968,103.543,0,0,0.5794270634651184,0.5794270634651184,5.0
rung2_amos_ct,amos_0057,,,0.0,57.799,1,0,0.6510416865348816,0.6510416865348816,5.0
rung2_amos_ct,amos_0058,0.004283,72.2523,208.962,0.448,0,0,0.5989583134651184,0.5989583134651184,5.0
rung2_amos_ct,amos_0059,0.940497,2.2118,130.744,117.605,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0060,0.939378,2.3584,239.819,218.273,0,0,0.52734375,0.52734375,5.0
rung2_amos_ct,amos_0061,0.918741,5.474,243.802,213.718,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0063,0.939393,2.8195,160.091,149.371,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0064,0.0,,14.515,0.0,0,1,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0066,0.613449,71.0457,364.835,167.499,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0067,0.055946,52.9305,111.852,3.388,0,0,0.8539999723434448,0.8539999723434448,5.0
rung2_amos_ct,amos_0069,0.456405,295.2131,260.298,101.492,0,0,0.8009999990463257,0.8009999990463257,5.0
rung2_amos_ct,amos_0070,0.932784,173.1913,270.495,268.934,0,0,0.5234375,0.5234375,5.0
rung2_amos_ct,amos_0071,0.952105,1.67,164.423,156.565,0,0,0.8349999785423279,0.8349999785423279,5.0
rung2_amos_ct,amos_0072,0.930395,2.9427,171.937,152.771,0,0,0.5885416865348816,0.5885416865348816,5.0
rung2_amos_ct,amos_0073,0.952019,2.2118,194.388,183.567,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0075,0.610361,12.9288,49.246,21.639,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0076,0.831027,9.6615,112.869,90.13,0,0,0.4830729067325592,0.4830729067325592,5.0
rung2_amos_ct,amos_0077,0.0,,514.081,0.0,0,1,0.6510416865348816,0.6510416865348816,5.0
rung2_amos_ct,amos_0078,0.903104,3.91,85.35,73.533,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0079,0.911629,6.2477,188.936,190.333,0,0,0.53515625,0.53515625,5.0
rung2_amos_ct,amos_0081,0.756445,11.7604,115.959,71.443,0,0,0.5533854365348816,0.5533854365348816,5.0
rung2_amos_ct,amos_0083,0.645273,20.4834,303.924,206.013,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0084,0.908204,4.7567,180.953,164.292,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0085,0.649857,49.2984,512.997,259.693,0,0,0.7020000219345093,0.7020000219345093,5.0
rung2_amos_ct,amos_0086,0.844,8.58,179.149,137.637,0,0,0.8579999804496765,0.8579999804496765,5.0
rung2_amos_ct,amos_0087,0.826471,141.9242,249.526,311.15,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0088,0.798982,8.7434,84.003,56.306,0,0,0.746999979019165,0.746999979019165,5.0
rung2_amos_ct,amos_0089,0.943274,171.4177,276.261,271.567,0,0,0.9459999799728394,0.9459999799728394,5.0
rung2_amos_ct,amos_0090,0.94757,2.3188,323.509,297.038,0,0,1.0369999408721924,1.0369999408721924,5.0
rung2_amos_ct,amos_0092,0.878306,15.0,202.745,165.469,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0094,0.893989,6.2754,207.414,171.747,0,0,0.8240000009536743,0.8240000009536743,5.0
rung2_amos_ct,amos_0097,0.872197,8.4039,156.722,158.684,0,0,1.0679999589920044,1.0679999589920044,5.0
rung2_amos_ct,amos_0098,0.950868,1.7486,201.604,191.022,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0099,0.88046,5.2083,174.864,142.496,0,0,0.6510416865348816,0.6510416865348816,5.0
rung2_amos_ct,amos_0102,0.955972,1.4121,189.897,175.137,0,0,0.6315104365348816,0.6315104365348816,5.0
rung2_amos_ct,amos_0103,0.006623,44.7586,94.462,0.314,0,0,0.5390625,0.5390625,5.0
rung2_amos_ct,amos_0104,0.95476,1.564,181.485,168.209,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0105,0.797757,20.0415,129.651,86.285,0,0,0.5768229365348816,0.5768229365348816,5.0
rung2_amos_ct,amos_0106,0.950315,1.8267,122.496,111.007,0,0,0.6458333134651184,0.6458333134651184,5.0
rung2_amos_ct,amos_0108,0.0,,359.347,0.0,0,1,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0109,0.0,,113.164,0.0,0,1,0.6197916865348816,0.6197916865348816,5.0
rung2_amos_ct,amos_0110,0.947559,173.82,204.044,205.261,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0111,0.758678,14.076,150.325,92.083,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0112,0.882222,342.083,204.808,189.289,0,0,0.6184895634651184,0.6184895634651184,5.0
rung2_amos_ct,amos_0113,0.820176,22.3814,199.779,147.186,0,0,0.6471354365348816,0.6471354365348816,5.0
rung2_amos_ct,amos_0115,,,0.0,58.326,1,0,0.47265625,0.47265625,5.0
rung2_amos_ct,amos_0116,0.919844,5.1308,249.995,231.498,0,0,0.9070000052452087,0.9070000052452087,5.0
rung2_amos_ct,amos_0117,0.947548,4.0625,260.897,255.548,0,0,0.5078125,0.5078125,5.0
rung2_amos_ct,amos_0118,0.931338,2.4155,137.925,120.877,0,0,0.8539999723434448,0.8539999723434448,5.0
rung2_amos_ct,amos_0119,0.828924,16.3638,378.757,272.513,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0120,0.0,,876.843,0.0,0,1,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0121,0.897384,5.0887,167.224,137.795,0,0,0.9459999799728394,0.9459999799728394,5.0
rung2_amos_ct,amos_0123,0.954811,4.4237,298.656,277.488,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0124,0.788142,25.0,539.964,352.121,0,0,0.9490000009536743,0.9490000009536743,5.0
rung2_amos_ct,amos_0125,0.0,,486.407,0.0,0,1,0.5546875,0.5546875,5.0
rung2_amos_ct,amos_0126,0.0,,73.458,0.0,0,1,0.6890000104904175,0.6890000104904175,5.0
rung2_amos_ct,amos_0127,0.532749,20.1374,111.817,40.883,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0128,0.952262,1.9014,249.344,228.804,0,0,0.52734375,0.52734375,5.0
rung2_amos_ct,amos_0129,0.949062,1.7486,140.544,131.074,0,0,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0131,0.91085,3.9601,210.402,178.032,0,0,0.6510416865348816,0.6510416865348816,5.0
rung2_amos_ct,amos_0132,0.0,300.0754,115.957,90.584,0,0,0.9610000252723694,0.9610000252723694,5.0
rung2_amos_ct,amos_0133,0.203765,39.7005,98.19,11.139,0,0,0.453125,0.453125,5.0
rung2_amos_ct,amos_0134,0.875225,8.8865,126.369,98.811,0,0,0.8539999723434448,0.8539999723434448,5.0
rung2_amos_ct,amos_0135,0.943725,2.964,394.645,353.574,0,0,0.9879999756813049,0.9879999756813049,5.0
rung2_amos_ct,amos_0136,0.958229,1.7643,252.663,241.747,0,0,0.7889999747276306,0.7889999747276306,5.0
rung2_amos_ct,amos_0137,0.892389,6.8558,176.685,147.935,0,0,1.0219999551773071,1.0219999551773071,5.0
rung2_amos_ct,amos_0138,0.00113,104.5849,318.369,0.18,0,0,0.781000018119812,0.781000018119812,5.0
rung2_amos_ct,amos_0140,0.0501,82.1113,284.002,7.297,0,0,0.5989583134651184,0.5989583134651184,5.0
rung2_amos_ct,amos_0141,0.913088,3.8184,108.459,92.895,0,0,0.8999999761581421,0.8999999761581421,5.0
rung2_amos_ct,amos_0142,0.94379,2.1924,191.415,174.784,0,0,0.6080729365348816,0.6080729365348816,5.0
rung2_amos_ct,amos_0143,0.74723,19.7166,422.167,253.024,0,0,0.5299479365348816,0.5299479365348816,5.0
rung2_amos_ct,amos_0144,0.86097,156.0884,173.711,204.609,0,0,0.8460000157356262,0.8460000157356262,5.0
rung2_amos_ct,amos_0147,0.769361,23.0641,440.892,277.453,0,0,0.777999997138977,0.777999997138977,5.0
rung2_amos_ct,amos_0149,0.77513,12.656,295.579,190.419,0,0,0.9039999842643738,0.9039999842643738,5.0
rung2_amos_ct,amos_0150,0.284037,53.8263,387.243,73.977,0,0,0.6432291865348816,0.6432291865348816,5.0
rung2_amos_ct,amos_0152,0.0,,55.557,0.0,0,1,0.7820000052452087,0.7820000052452087,5.0
rung2_amos_ct,amos_0153,0.570242,40.0807,443.083,178.901,0,0,0.8080000281333923,0.8080000281333923,5.0
rung2_amos_ct,amos_0154,0.0,,170.563,0.0,0,1,0.7820000052452087,0.7820000052452087,5.0
